,Bloomberg US Agg Sovereign Avg OAS,Bloomberg US Corporate High Yield Average OAS
,LUAS Index,LF98OAS Index
11/19/2013,1.75,4.11
11/20/2013,1.75,4.12
11/21/2013,1.78,4.14
11/22/2013,1.79,4.13
11/25/2013,1.79,4.09
11/26/2013,1.82,4.1
11/27/2013,1.82,4.06
11/29/2013,1.83,4.04
12/2/2013,1.82,4
12/3/2013,1.85,4.02
12/4/2013,1.82,4
12/5/2013,1.82,3.98
12/6/2013,1.8,3.96
12/9/2013,1.77,3.93
12/10/2013,1.79,3.97
12/11/2013,1.75,3.93
12/12/2013,1.72,3.93
12/13/2013,1.71,3.96
12/16/2013,1.7,3.97
12/17/2013,1.73,4.02
12/18/2013,1.72,4.01
12/19/2013,1.69,3.94
12/20/2013,1.74,3.93
12/23/2013,1.7,3.88
12/24/2013,1.67,3.84
12/26/2013,1.66,3.83
12/27/2013,1.69,3.84
12/30/2013,1.71,3.84
12/31/2013,1.7,3.82
1/2/2014,1.75,3.82
1/3/2014,1.73,3.8
1/6/2014,1.73,3.78
1/7/2014,1.73,3.77
1/8/2014,1.71,3.69
1/9/2014,1.73,3.71
1/10/2014,1.78,3.79
1/13/2014,1.79,3.82
1/14/2014,1.78,3.78
1/15/2014,1.73,3.72
1/16/2014,1.74,3.73
1/17/2014,1.74,3.73
1/21/2014,1.74,3.71
1/22/2014,1.74,3.68
1/23/2014,1.86,3.79
1/24/2014,1.91,3.95
1/27/2014,1.89,3.96
1/28/2014,1.9,3.97
1/29/2014,1.95,4.04
1/30/2014,1.96,3.98
1/31/2014,2,4.04
2/3/2014,2.07,4.13
2/4/2014,1.98,4.14
2/5/2014,1.9,4.09
2/6/2014,1.87,4.02
2/7/2014,1.86,4.04
2/10/2014,1.85,4.01
2/11/2014,1.8,3.92
2/12/2014,1.77,3.86
2/13/2014,1.84,3.91
2/14/2014,1.82,3.89
2/18/2014,1.83,3.88
2/19/2014,1.8,3.82
2/20/2014,1.78,3.79
2/21/2014,1.77,3.77
2/24/2014,1.71,3.71
2/25/2014,1.75,3.7
2/26/2014,1.78,3.7
2/27/2014,1.78,3.69
2/28/2014,1.74,3.63
3/3/2014,1.79,3.7
3/4/2014,1.7,3.61
3/5/2014,1.67,3.61
3/6/2014,1.64,3.6
3/7/2014,1.6,3.62
3/10/2014,1.63,3.65
3/11/2014,1.64,3.66
3/12/2014,1.69,3.71
3/13/2014,1.74,3.76
3/14/2014,1.75,3.81
3/17/2014,1.71,3.75
3/18/2014,1.71,3.73
3/19/2014,1.64,3.59
3/20/2014,1.66,3.64
3/21/2014,1.7,3.62
3/24/2014,1.69,3.6
3/25/2014,1.69,3.59
3/26/2014,1.7,3.6
3/27/2014,1.67,3.63
3/28/2014,1.62,3.59
3/31/2014,1.59,3.58
4/1/2014,1.55,3.56
4/2/2014,1.51,3.51
4/3/2014,1.55,3.51
4/4/2014,1.56,3.52
4/7/2014,1.57,3.56
4/8/2014,1.56,3.6
4/9/2014,1.54,3.57
4/10/2014,1.56,3.5
4/11/2014,1.57,3.56
4/14/2014,1.56,3.48
4/15/2014,1.56,3.5
4/16/2014,1.55,3.48
4/17/2014,1.48,3.43
4/21/2014,1.48,3.44
4/22/2014,1.47,3.4
4/23/2014,1.49,3.45
4/24/2014,1.49,3.43
4/25/2014,1.51,3.45
4/28/2014,1.5,3.44
4/29/2014,1.47,3.41
4/30/2014,1.47,3.44
5/1/2014,1.49,3.46
5/2/2014,1.48,3.45
5/5/2014,1.46,3.45
5/6/2014,1.45,3.45
5/7/2014,1.42,3.46
5/8/2014,1.41,3.47
5/9/2014,1.39,3.47
5/12/2014,1.38,3.42
5/13/2014,1.4,3.44
5/14/2014,1.42,3.47
5/15/2014,1.44,3.53
5/16/2014,1.44,3.53
5/19/2014,1.42,3.51
5/20/2014,1.45,3.52
5/21/2014,1.43,3.53
5/22/2014,1.42,3.52
5/23/2014,1.43,3.55
5/27/2014,1.44,3.52
5/28/2014,1.48,3.57
5/29/2014,1.41,3.55
5/30/2014,1.4,3.51
6/2/2014,1.35,3.45
6/3/2014,1.33,3.43
6/4/2014,1.34,3.43
6/5/2014,1.35,3.44
6/6/2014,1.31,3.39
6/9/2014,1.26,3.35
6/10/2014,1.26,3.3
6/11/2014,1.31,3.31
6/12/2014,1.35,3.34
6/13/2014,1.34,3.32
6/16/2014,1.35,3.3
6/17/2014,1.33,3.26
6/18/2014,1.36,3.29
6/19/2014,1.33,3.26
6/20/2014,1.36,3.24
6/23/2014,1.35,3.23
6/24/2014,1.37,3.26
6/25/2014,1.37,3.31
6/26/2014,1.38,3.35
6/27/2014,1.37,3.36
6/30/2014,1.38,3.37
7/1/2014,1.35,3.35
7/2/2014,1.31,3.31
7/3/2014,1.31,3.29
7/7/2014,1.32,3.29
7/8/2014,1.35,3.33
7/9/2014,1.36,3.36
7/10/2014,1.38,3.47
7/11/2014,1.39,3.47
7/14/2014,1.38,3.43
7/15/2014,1.36,3.48
7/16/2014,1.38,3.52
7/17/2014,1.42,3.62
7/18/2014,1.41,3.67
7/21/2014,1.39,3.69
7/22/2014,1.39,3.67
7/23/2014,1.36,3.65
7/24/2014,1.32,3.61
7/25/2014,1.35,3.64
7/28/2014,1.33,3.64
7/29/2014,1.36,3.68
7/30/2014,1.32,3.67
7/31/2014,1.35,3.88
8/1/2014,1.44,4.09
8/4/2014,1.43,4.08
8/5/2014,1.45,4.01
8/6/2014,1.48,4.04
8/7/2014,1.52,4.04
8/8/2014,1.54,4.05
8/11/2014,1.51,3.96
8/12/2014,1.49,3.91
8/13/2014,1.51,3.86
8/14/2014,1.49,3.81
8/15/2014,1.5,3.81
8/18/2014,1.46,3.74
8/19/2014,1.43,3.69
8/20/2014,1.4,3.64
8/21/2014,1.41,3.65
8/22/2014,1.4,3.62
8/25/2014,1.4,3.61
8/26/2014,1.38,3.61
8/27/2014,1.38,3.63
8/28/2014,1.38,3.64
8/29/2014,1.37,3.63
9/2/2014,1.3,3.62
9/3/2014,1.31,3.65
9/4/2014,1.28,3.68
9/5/2014,1.28,3.76
9/8/2014,1.27,3.74
9/9/2014,1.28,3.75
9/10/2014,1.29,3.83
9/11/2014,1.3,3.87
9/12/2014,1.31,3.86
9/15/2014,1.37,3.9
9/16/2014,1.37,3.95
9/17/2014,1.35,3.9
9/18/2014,1.34,3.82
9/19/2014,1.36,3.82
9/22/2014,1.37,3.88
9/23/2014,1.4,3.97
9/24/2014,1.38,4.03
9/25/2014,1.43,4.18
9/26/2014,1.43,4.25
9/29/2014,1.53,4.36
9/30/2014,1.52,4.24
10/1/2014,1.58,4.28
10/2/2014,1.56,4.26
10/3/2014,1.55,4.14
10/6/2014,1.52,4.11
10/7/2014,1.57,4.21
10/8/2014,1.59,4.32
10/9/2014,1.55,4.36
10/10/2014,1.58,4.5
10/14/2014,1.61,4.66
10/15/2014,1.65,4.91
10/16/2014,1.61,4.83
10/17/2014,1.55,4.54
10/20/2014,1.55,4.53
10/21/2014,1.55,4.35
10/22/2014,1.53,4.3
10/23/2014,1.51,4.24
10/24/2014,1.51,4.25
10/27/2014,1.53,4.27
10/28/2014,1.49,4.24
10/29/2014,1.47,4.17
10/30/2014,1.49,4.2
10/31/2014,1.46,4.15
11/3/2014,1.46,4.13
11/4/2014,1.48,4.18
11/5/2014,1.48,4.15
11/6/2014,1.47,4.14
11/7/2014,1.52,4.21
11/10/2014,1.47,4.16
11/12/2014,1.45,4.17
11/13/2014,1.47,4.21
11/14/2014,1.51,4.29
11/17/2014,1.49,4.32
11/18/2014,1.5,4.38
11/19/2014,1.48,4.41
11/20/2014,1.49,4.46
11/21/2014,1.48,4.41
11/24/2014,1.48,4.4
11/25/2014,1.5,4.41
11/26/2014,1.5,4.42
11/28/2014,1.51,4.49
12/1/2014,1.48,4.64
12/2/2014,1.44,4.64
12/3/2014,1.43,4.63
12/4/2014,1.45,4.65
12/5/2014,1.43,4.59
12/8/2014,1.51,4.68
12/9/2014,1.55,4.87
12/10/2014,1.63,5.02
12/11/2014,1.64,5.06
12/12/2014,1.75,5.28
12/15/2014,1.81,5.35
12/16/2014,1.94,5.52
12/17/2014,1.79,5.27
12/18/2014,1.68,4.95
12/19/2014,1.68,4.9
12/22/2014,1.63,4.85
12/23/2014,1.54,4.76
12/24/2014,1.55,4.75
12/26/2014,1.56,4.75
12/29/2014,1.59,4.78
12/30/2014,1.6,4.8
12/31/2014,1.61,4.83
1/2/2015,1.66,4.88
1/5/2015,1.72,5.01
1/6/2015,1.79,5.16
1/7/2015,1.76,5.11
1/8/2015,1.72,4.98
1/9/2015,1.77,5.01
1/12/2015,1.82,5.07
1/13/2015,1.81,5.01
1/14/2015,1.85,5.12
1/15/2015,1.86,5.17
1/16/2015,1.84,5.13
1/20/2015,1.82,5.13
1/21/2015,1.79,5.09
1/22/2015,1.75,5.01
1/23/2015,1.74,5.04
1/26/2015,1.71,5
1/27/2015,1.7,5.02
1/28/2015,1.77,5.04
1/29/2015,1.73,5.02
1/30/2015,1.79,5.09
2/2/2015,1.76,5.1
2/3/2015,1.67,4.94
2/4/2015,1.7,4.9
2/5/2015,1.7,4.84
2/6/2015,1.66,4.64
2/9/2015,1.68,4.65
2/10/2015,1.72,4.6
2/11/2015,1.73,4.6
2/12/2015,1.7,4.59
2/13/2015,1.65,4.57
2/17/2015,1.56,4.44
2/18/2015,1.63,4.5
2/19/2015,1.58,4.46
2/20/2015,1.56,4.41
2/23/2015,1.63,4.44
2/24/2015,1.66,4.47
2/25/2015,1.64,4.43
2/26/2015,1.61,4.33
2/27/2015,1.62,4.31
3/2/2015,1.56,4.25
3/3/2015,1.54,4.26
3/4/2015,1.58,4.31
3/5/2015,1.61,4.33
3/6/2015,1.59,4.29
3/9/2015,1.67,4.38
3/10/2015,1.74,4.52
3/11/2015,1.75,4.48
3/12/2015,1.7,4.48
3/13/2015,1.75,4.55
3/16/2015,1.77,4.59
3/17/2015,1.8,4.66
3/18/2015,1.85,4.78
3/19/2015,1.78,4.67
3/20/2015,1.79,4.7
3/23/2015,1.72,4.71
3/24/2015,1.72,4.7
3/25/2015,1.68,4.65
3/26/2015,1.65,4.63
3/27/2015,1.7,4.67
3/30/2015,1.67,4.64
3/31/2015,1.69,4.66
4/1/2015,1.71,4.69
4/2/2015,1.66,4.65
4/3/2015,1.72,4.72
4/6/2015,1.63,4.63
4/7/2015,1.64,4.55
4/8/2015,1.62,4.51
4/9/2015,1.57,4.46
4/10/2015,1.59,4.45
4/13/2015,1.61,4.45
4/14/2015,1.63,4.47
4/15/2015,1.66,4.44
4/16/2015,1.68,4.47
4/17/2015,1.72,4.53
4/20/2015,1.68,4.46
4/21/2015,1.66,4.43
4/22/2015,1.6,4.39
4/23/2015,1.61,4.43
4/24/2015,1.62,4.43
4/27/2015,1.6,4.4
4/28/2015,1.56,4.37
4/29/2015,1.56,4.39
4/30/2015,1.6,4.39
5/1/2015,1.55,4.34
5/4/2015,1.55,4.32
5/5/2015,1.53,4.3
5/6/2015,1.5,4.31
5/7/2015,1.56,4.36
5/8/2015,1.55,4.34
5/11/2015,1.47,4.26
5/12/2015,1.55,4.36
5/13/2015,1.51,4.32
5/14/2015,1.54,4.36
5/15/2015,1.58,4.37
5/18/2015,1.49,4.32
5/19/2015,1.48,4.29
5/20/2015,1.49,4.31
5/21/2015,1.52,4.33
5/22/2015,1.48,4.28
5/26/2015,1.55,4.32
5/27/2015,1.56,4.3
5/28/2015,1.58,4.32
5/29/2015,1.6,4.33
6/1/2015,1.55,4.28
6/2/2015,1.52,4.26
6/3/2015,1.48,4.23
6/4/2015,1.57,4.34
6/5/2015,1.52,4.35
6/8/2015,1.6,4.39
6/9/2015,1.62,4.43
6/10/2015,1.62,4.38
6/11/2015,1.69,4.39
6/12/2015,1.65,4.41
6/15/2015,1.69,4.5
6/16/2015,1.72,4.55
6/17/2015,1.73,4.55
6/18/2015,1.65,4.51
6/19/2015,1.69,4.57
6/22/2015,1.6,4.47
6/23/2015,1.56,4.45
6/24/2015,1.59,4.51
6/25/2015,1.61,4.52
6/26/2015,1.56,4.51
6/29/2015,1.7,4.77
6/30/2015,1.69,4.76
7/1/2015,1.61,4.64
7/2/2015,1.64,4.68
7/6/2015,1.72,4.85
7/7/2015,1.74,4.9
7/8/2015,1.77,4.98
7/9/2015,1.68,4.88
7/10/2015,1.58,4.75
7/13/2015,1.57,4.69
7/14/2015,1.62,4.72
7/15/2015,1.67,4.72
7/16/2015,1.66,4.69
7/17/2015,1.67,4.74
7/20/2015,1.65,4.74
7/21/2015,1.69,4.84
7/22/2015,1.72,4.94
7/23/2015,1.79,4.99
7/24/2015,1.81,5.13
7/27/2015,1.86,5.29
7/28/2015,1.83,5.24
7/29/2015,1.8,5.13
7/30/2015,1.8,5.07
7/31/2015,1.84,5.13
8/3/2015,1.87,5.2
8/4/2015,1.82,5
8/5/2015,1.79,4.94
8/6/2015,1.84,5.04
8/7/2015,1.9,5.16
8/10/2015,1.85,5.14
8/11/2015,1.91,5.31
8/12/2015,1.9,5.41
8/13/2015,1.87,5.29
8/14/2015,1.87,5.28
8/17/2015,1.87,5.3
8/18/2015,1.84,5.29
8/19/2015,1.93,5.41
8/20/2015,1.98,5.48
8/21/2015,2.01,5.6
8/24/2015,2.12,5.87
8/25/2015,1.99,5.63
8/26/2015,1.99,5.65
8/27/2015,1.98,5.54
8/28/2015,1.94,5.47
8/31/2015,1.94,5.44
9/1/2015,2.02,5.49
9/2/2015,2,5.46
9/3/2015,2.04,5.44
9/4/2015,2.08,5.48
9/8/2015,2.03,5.38
9/9/2015,2.04,5.33
9/10/2015,2.03,5.32
9/11/2015,2.08,5.36
9/14/2015,2.08,5.38
9/15/2015,1.97,5.31
9/16/2015,1.94,5.35
9/17/2015,1.99,5.47
9/18/2015,2.01,5.57
9/21/2015,1.97,5.52
9/22/2015,2.09,5.73
9/23/2015,2.13,5.73
9/24/2015,2.2,5.88
9/25/2015,2.17,5.9
9/28/2015,2.36,6.21
9/29/2015,2.41,6.34
9/30/2015,2.33,6.3
10/1/2015,2.29,6.35
10/2/2015,2.29,6.53
10/5/2015,2.13,6.33
10/6/2015,2.1,6.23
10/7/2015,2.08,6.03
10/8/2015,2.04,5.98
10/9/2015,2.02,5.86
10/13/2015,2.07,5.97
10/14/2015,2.13,6.06
10/15/2015,2.06,6.01
10/16/2015,2.03,5.94
10/19/2015,2.03,5.91
10/20/2015,2.03,5.82
10/21/2015,2.08,5.83
10/22/2015,2.06,5.85
10/23/2015,1.99,5.73
10/26/2015,1.99,5.73
10/27/2015,2.04,5.81
10/28/2015,1.97,5.72
10/29/2015,1.95,5.63
10/30/2015,1.99,5.6
11/2/2015,1.94,5.55
11/3/2015,1.88,5.48
11/4/2015,1.88,5.45
11/5/2015,1.91,5.51
11/6/2015,1.92,5.52
11/9/2015,1.97,5.62
11/10/2015,2,5.7
11/12/2015,1.99,5.79
11/13/2015,2.03,5.91
11/16/2015,2.01,5.95
11/17/2015,1.99,5.87
11/18/2015,1.99,5.9
11/19/2015,1.97,5.97
11/20/2015,1.95,6.01
11/23/2015,1.98,6.03
11/24/2015,1.98,6.07
11/25/2015,2,6.04
11/27/2015,2.01,6.06
11/30/2015,2.04,6.02
12/1/2015,2.09,6.02
12/2/2015,2.07,5.97
12/3/2015,2,5.92
12/4/2015,2.07,6
12/7/2015,2.13,6.14
12/8/2015,2.15,6.28
12/9/2015,2.16,6.34
12/10/2015,2.19,6.35
12/11/2015,2.36,6.72
12/14/2015,2.28,6.91
12/15/2015,2.21,6.67
12/16/2015,1.95,6.57
12/17/2015,1.96,6.59
12/18/2015,2.01,6.79
12/21/2015,2,6.85
12/22/2015,1.97,6.76
12/23/2015,1.95,6.66
12/24/2015,1.96,6.67
12/28/2015,1.97,6.69
12/29/2015,1.91,6.58
12/30/2015,1.91,6.58
12/31/2015,1.92,6.6
1/4/2016,1.99,6.74
1/5/2016,1.95,6.68
1/6/2016,2.03,6.76
1/7/2016,2.09,6.89
1/8/2016,2.12,6.91
1/11/2016,2.13,6.95
1/12/2016,2.17,7.03
1/13/2016,2.22,7.13
1/14/2016,2.18,7.23
1/15/2016,2.3,7.55
1/19/2016,2.29,7.53
1/20/2016,2.39,7.9
1/21/2016,2.34,7.76
1/22/2016,2.23,7.5
1/25/2016,2.27,7.46
1/26/2016,2.28,7.44
1/27/2016,2.24,7.4
1/28/2016,2.21,7.37
1/29/2016,2.21,7.34
2/1/2016,2.23,7.36
2/2/2016,2.33,7.58
2/3/2016,2.31,7.66
2/4/2016,2.3,7.62
2/5/2016,2.31,7.68
2/8/2016,2.46,8.07
2/9/2016,2.45,8.15
2/10/2016,2.47,8.09
2/11/2016,2.52,8.39
2/12/2016,2.41,8.2
2/16/2016,2.38,8.06
2/17/2016,2.27,7.82
2/18/2016,2.3,7.77
2/19/2016,2.31,7.81
2/22/2016,2.26,7.69
2/23/2016,2.27,7.7
2/24/2016,2.25,7.78
2/25/2016,2.27,7.68
2/26/2016,2.21,7.42
2/29/2016,2.2,7.26
3/1/2016,2.08,7.03
3/2/2016,2.05,6.9
3/3/2016,2.05,6.88
3/4/2016,2.02,6.69
3/7/2016,2.01,6.64
3/8/2016,2.06,6.73
3/9/2016,2,6.76
3/10/2016,1.96,6.66
3/11/2016,1.89,6.42
3/14/2016,1.92,6.38
3/15/2016,1.94,6.46
3/16/2016,1.94,6.53
3/17/2016,1.89,6.41
3/18/2016,1.88,6.29
3/21/2016,1.8,6.24
3/22/2016,1.83,6.28
3/23/2016,1.89,6.38
3/24/2016,1.91,6.51
3/28/2016,1.92,6.56
3/29/2016,1.96,6.68
3/30/2016,1.93,6.56
3/31/2016,1.91,6.56
4/1/2016,1.91,6.56
4/4/2016,1.9,6.55
4/5/2016,1.96,6.63
4/6/2016,1.93,6.53
4/7/2016,2,6.6
4/8/2016,1.97,6.51
4/11/2016,1.94,6.48
4/12/2016,1.86,6.38
4/13/2016,1.84,6.22
4/14/2016,1.81,6.12
4/15/2016,1.84,6.16
4/18/2016,1.82,6.17
4/19/2016,1.78,6.03
4/20/2016,1.69,5.89
4/21/2016,1.72,5.86
4/22/2016,1.74,5.87
4/25/2016,1.76,5.91
4/26/2016,1.76,5.86
4/27/2016,1.79,5.87
4/28/2016,1.8,5.82
4/29/2016,1.83,5.77
5/2/2016,1.79,5.75
5/3/2016,1.87,5.91
5/4/2016,1.9,5.98
5/5/2016,1.95,6
5/6/2016,1.92,6.08
5/9/2016,1.95,6.11
5/10/2016,1.93,6.04
5/11/2016,1.93,6
5/12/2016,1.89,5.95
5/13/2016,1.94,5.99
5/16/2016,1.9,5.91
5/17/2016,1.89,5.87
5/18/2016,1.85,5.77
5/19/2016,1.93,5.88
5/20/2016,1.94,5.81
5/23/2016,1.95,5.79
5/24/2016,1.94,5.71
5/25/2016,1.9,5.63
5/26/2016,1.92,5.67
5/27/2016,1.91,5.67
5/31/2016,1.92,5.66
6/1/2016,1.9,5.69
6/2/2016,1.9,5.69
6/3/2016,1.95,5.78
6/6/2016,1.87,5.69
6/7/2016,1.87,5.61
6/8/2016,1.84,5.53
6/9/2016,1.88,5.55
6/10/2016,1.94,5.64
6/13/2016,1.99,5.71
6/14/2016,2.03,5.83
6/15/2016,2.04,5.87
6/16/2016,2.05,5.98
6/17/2016,2,5.9
6/20/2016,1.93,5.72
6/21/2016,1.89,5.69
6/22/2016,1.89,5.68
6/23/2016,1.82,5.57
6/24/2016,2.03,5.87
6/27/2016,2.1,6.16
6/28/2016,2.01,6.16
6/29/2016,1.91,6.02
6/30/2016,1.87,5.94
7/1/2016,1.84,5.85
7/5/2016,1.88,5.9
7/6/2016,1.85,5.85
7/7/2016,1.84,5.77
7/8/2016,1.81,5.64
7/11/2016,1.71,5.43
7/12/2016,1.67,5.25
7/13/2016,1.71,5.32
7/14/2016,1.69,5.25
7/15/2016,1.67,5.2
7/18/2016,1.72,5.23
7/19/2016,1.75,5.25
7/20/2016,1.78,5.21
7/21/2016,1.81,5.21
7/22/2016,1.79,5.2
7/25/2016,1.8,5.17
7/26/2016,1.84,5.21
7/27/2016,1.88,5.3
7/28/2016,1.88,5.33
7/29/2016,1.9,5.4
8/1/2016,1.87,5.41
8/2/2016,1.86,5.45
8/3/2016,1.86,5.45
8/4/2016,1.84,5.43
8/5/2016,1.76,5.28
8/8/2016,1.73,5.23
8/9/2016,1.73,5.19
8/10/2016,1.73,5.17
8/11/2016,1.68,5.09
8/12/2016,1.7,5.12
8/15/2016,1.65,5.06
8/16/2016,1.62,4.99
8/17/2016,1.65,4.97
8/18/2016,1.65,5
8/19/2016,1.65,4.95
8/22/2016,1.7,4.97
8/23/2016,1.66,4.95
8/24/2016,1.69,4.95
8/25/2016,1.68,4.91
8/26/2016,1.63,4.86
8/29/2016,1.66,4.89
8/30/2016,1.66,4.89
8/31/2016,1.69,4.9
9/1/2016,1.72,4.89
9/2/2016,1.71,4.88
9/6/2016,1.7,4.84
9/7/2016,1.66,4.82
9/8/2016,1.61,4.67
9/9/2016,1.66,4.79
9/12/2016,1.7,4.91
9/13/2016,1.71,4.98
9/14/2016,1.8,5.01
9/15/2016,1.78,5
9/16/2016,1.81,5.02
9/19/2016,1.8,4.99
9/20/2016,1.77,4.99
9/21/2016,1.76,4.97
9/22/2016,1.64,4.86
9/23/2016,1.69,4.87
9/26/2016,1.76,4.92
9/27/2016,1.5,4.95
9/28/2016,1.43,4.91
9/29/2016,1.51,4.87
9/30/2016,1.47,4.8
10/3/2016,1.46,4.75
10/4/2016,1.44,4.68
10/5/2016,1.43,4.65
10/6/2016,1.43,4.65
10/7/2016,1.44,4.66
10/11/2016,1.45,4.64
10/12/2016,1.45,4.63
10/13/2016,1.47,4.71
10/14/2016,1.44,4.65
10/17/2016,1.47,4.67
10/18/2016,1.48,4.65
10/19/2016,1.46,4.59
10/20/2016,1.44,4.56
10/21/2016,1.44,4.58
10/24/2016,1.43,4.54
10/25/2016,1.44,4.53
10/26/2016,1.44,4.57
10/27/2016,1.44,4.6
10/28/2016,1.48,4.67
10/31/2016,1.48,4.77
11/1/2016,1.53,4.92
11/2/2016,1.55,4.99
11/3/2016,1.53,5
11/4/2016,1.55,5.05
11/7/2016,1.48,4.89
11/8/2016,1.42,4.86
11/9/2016,1.42,4.79
11/10/2016,1.57,4.83
11/14/2016,1.8,4.98
11/15/2016,1.65,4.84
11/16/2016,1.65,4.83
11/17/2016,1.62,4.76
11/18/2016,1.67,4.74
11/21/2016,1.66,4.69
11/22/2016,1.65,4.63
11/23/2016,1.65,4.6
11/25/2016,1.66,4.59
11/28/2016,1.66,4.6
11/29/2016,1.66,4.63
11/30/2016,1.63,4.55
12/1/2016,1.63,4.48
12/2/2016,1.67,4.5
12/5/2016,1.64,4.45
12/6/2016,1.59,4.37
12/7/2016,1.59,4.3
12/8/2016,1.56,4.25
12/9/2016,1.53,4.17
12/12/2016,1.56,4.13
12/13/2016,1.54,4.08
12/14/2016,1.49,4.01
12/15/2016,1.53,4.03
12/16/2016,1.5,4.05
12/19/2016,1.52,4.07
12/20/2016,1.5,4.04
12/21/2016,1.51,4.03
12/22/2016,1.51,4.04
12/23/2016,1.52,4.04
12/27/2016,1.49,3.97
12/28/2016,1.53,4
12/29/2016,1.55,4.04
12/30/2016,1.57,4.09
1/3/2017,1.55,3.98
1/4/2017,1.53,3.87
1/5/2017,1.54,3.91
1/6/2017,1.48,3.83
1/9/2017,1.49,3.88
1/10/2017,1.5,3.88
1/11/2017,1.52,3.89
1/12/2017,1.48,3.91
1/13/2017,1.45,3.89
1/17/2017,1.44,3.93
1/18/2017,1.43,3.89
1/19/2017,1.47,3.86
1/20/2017,1.49,3.87
1/23/2017,1.51,3.95
1/24/2017,1.47,3.87
1/25/2017,1.46,3.8
1/26/2017,1.48,3.81
1/27/2017,1.48,3.82
1/30/2017,1.49,3.83
1/31/2017,1.49,3.88
2/1/2017,1.47,3.84
2/2/2017,1.43,3.83
2/3/2017,1.39,3.76
2/6/2017,1.42,3.81
2/7/2017,1.44,3.81
2/8/2017,1.46,3.86
2/9/2017,1.42,3.81
2/10/2017,1.4,3.8
2/13/2017,1.37,3.75
2/14/2017,1.34,3.71
2/15/2017,1.37,3.67
2/16/2017,1.41,3.73
2/17/2017,1.43,3.77
2/21/2017,1.4,3.72
2/22/2017,1.39,3.7
2/23/2017,1.39,3.69
2/24/2017,1.43,3.75
2/27/2017,1.39,3.67
2/28/2017,1.39,3.63
3/1/2017,1.36,3.47
3/2/2017,1.35,3.44
3/3/2017,1.35,3.49
3/6/2017,1.34,3.55
3/7/2017,1.33,3.62
3/8/2017,1.36,3.68
3/9/2017,1.39,3.76
3/10/2017,1.38,3.78
3/13/2017,1.37,3.81
3/14/2017,1.41,3.9
3/15/2017,1.43,3.92
3/16/2017,1.38,3.8
3/17/2017,1.38,3.82
3/20/2017,1.37,3.87
3/21/2017,1.38,3.95
3/22/2017,1.41,4.06
3/23/2017,1.37,4.03
3/24/2017,1.36,4.01
3/27/2017,1.36,4.04
3/28/2017,1.32,3.94
3/29/2017,1.34,3.89
3/30/2017,1.34,3.81
3/31/2017,1.38,3.83
4/3/2017,1.41,3.86
4/4/2017,1.4,3.87
4/5/2017,1.39,3.82
4/6/2017,1.4,3.83
4/7/2017,1.39,3.77
4/10/2017,1.32,3.78
4/11/2017,1.36,3.83
4/12/2017,1.36,3.87
4/13/2017,1.38,3.93
4/17/2017,1.36,3.92
4/18/2017,1.4,4
4/19/2017,1.38,3.96
4/20/2017,1.37,3.92
4/21/2017,1.37,3.92
4/24/2017,1.33,3.84
4/25/2017,1.3,3.75
4/26/2017,1.32,3.72
4/27/2017,1.33,3.75
4/28/2017,1.32,3.71
5/1/2017,1.29,3.69
5/2/2017,1.3,3.69
5/3/2017,1.28,3.66
5/4/2017,1.28,3.69
5/5/2017,1.28,3.71
5/8/2017,1.27,3.68
5/9/2017,1.26,3.64
5/10/2017,1.24,3.63
5/11/2017,1.24,3.63
5/12/2017,1.27,3.69
5/15/2017,1.25,3.64
5/16/2017,1.26,3.63
5/17/2017,1.33,3.75
5/18/2017,1.34,3.76
5/19/2017,1.32,3.67
5/22/2017,1.31,3.64
5/23/2017,1.29,3.6
5/24/2017,1.29,3.61
5/25/2017,1.29,3.6
5/26/2017,1.3,3.61
5/30/2017,1.31,3.63
5/31/2017,1.33,3.63
6/1/2017,1.31,3.6
6/2/2017,1.32,3.62
6/5/2017,1.27,3.6
6/6/2017,1.26,3.62
6/7/2017,1.22,3.64
6/8/2017,1.21,3.67
6/9/2017,1.2,3.65
6/12/2017,1.2,3.62
6/13/2017,1.2,3.59
6/14/2017,1.23,3.61
6/15/2017,1.22,3.62
6/16/2017,1.24,3.65
6/19/2017,1.23,3.6
6/20/2017,1.27,3.68
6/21/2017,1.29,3.75
6/22/2017,1.28,3.78
6/23/2017,1.28,3.78
6/26/2017,1.27,3.75
6/27/2017,1.24,3.69
6/28/2017,1.24,3.69
6/29/2017,1.25,3.68
6/30/2017,1.25,3.64
7/3/2017,1.23,3.6
7/5/2017,1.25,3.61
7/6/2017,1.26,3.64
7/7/2017,1.26,3.7
7/10/2017,1.25,3.71
7/11/2017,1.25,3.72
7/12/2017,1.25,3.7
7/13/2017,1.24,3.67
7/14/2017,1.24,3.65
7/17/2017,1.23,3.6
7/18/2017,1.24,3.6
7/19/2017,1.22,3.56
7/20/2017,1.21,3.54
7/21/2017,1.22,3.56
7/24/2017,1.21,3.52
7/25/2017,1.19,3.47
7/26/2017,1.19,3.5
7/27/2017,1.18,3.48
7/28/2017,1.19,3.49
7/31/2017,1.18,3.52
8/1/2017,1.19,3.49
8/2/2017,1.19,3.49
8/3/2017,1.2,3.53
8/4/2017,1.19,3.52
8/7/2017,1.19,3.53
8/8/2017,1.17,3.54
8/9/2017,1.22,3.68
