,S&P 500 INDEX,Russell 1000 Value Index,Russell 2000 Total Return Index,Russell 2000 Index,Bloomberg US Corporate Total Return Value Unhedged USD,Bloomberg US Corporate High Yield Total Return Index Value Unhedged USD,LBMA Gold Price PM USD
,SPX Index,RLV Index,RU20INTR Index,RTY Index,LUACTRUU Index,LF98TRUU Index,GOLDLNPM Index
2/27/2019,2792.38,1214.48,7893.12,1581.052,2901.11,2027.24,1322.85
2/28/2019,2784.49,1210.88,7867.17,1575.549,2901.84,2028.86,1319.15
3/1/2019,2803.69,1217.44,7938.47,1589.64,2897.06,2029.65,1311.95
3/4/2019,2792.81,1212.74,7867.93,1575.437,2904.73,2030.26,1285.4
3/5/2019,2789.65,1210.33,7832.32,1568.283,2904.71,2029.03,1283.8
3/6/2019,2771.45,1201.06,7675.23,1536.82,2907.98,2027.38,1285.85
3/7/2019,2748.93,1193.79,7610.28,1523.629,2916.44,2025.4,1285.3
3/8/2019,2743.07,1190.55,7602.44,1521.884,2916.27,2020.39,1296.75
3/11/2019,2783.3,1205.26,7737.65,1548.877,2915.11,2023.9,1292.75
3/12/2019,2791.52,1208.46,7742.71,1549.835,2925.22,2027.68,1297.05
3/13/2019,2810.92,1216.55,7773.43,1555.88,2923.12,2032.09,1306.95
3/14/2019,2808.48,1215.51,7744.7,1549.635,2918.73,2033.79,1295.55
3/15/2019,2822.48,1220.63,7764.63,1553.538,2926.79,2035.21,1303.5
3/18/2019,2832.94,1225.7,7816.94,1563.932,2928.49,2036.45,1305.6
3/19/2019,2832.57,1222.43,7772.52,1554.985,2927.48,2038.17,1307.7
3/20/2019,2824.23,1213.62,7713.57,1543.159,2939.26,2039.43,1303.7
3/21/2019,2854.88,1223.91,7810.12,1562.412,2942.91,2042.93,1309.6
3/22/2019,2800.71,1202.18,7527.97,1505.923,2960.12,2040.89,1311.3
3/25/2019,2798.36,1199.82,7562.79,1512.864,2967.72,2039.26,1319.55
3/26/2019,2818.46,1211.58,7639.36,1528.166,2970.01,2042.02,1316.3
3/27/2019,2805.37,1206.65,7609.74,1522.231,2977.96,2042.86,1309.7
3/28/2019,2815.44,1210.28,7678.5,1535.104,2976.93,2043.71,1295.15
3/29/2019,2834.4,1216.1,7702.52,1539.739,2974.53,2047.94,1295.4
4/1/2019,2867.19,1230.33,7784.3,1556.064,2962.07,2051.76,1293.5
4/2/2019,2867.24,1227.24,7771.14,1553.325,2965.51,2052.31,1290.3
4/3/2019,2873.4,1228.53,7809.24,1560.91,2960.99,2054.84,1290.45
4/4/2019,2879.39,1232.39,7842.35,1567.494,2963.65,2055.24,1283.15
4/5/2019,2892.74,1238.1,7917.83,1582.558,2968.23,2058.15,1288.45
4/8/2019,2895.77,1238.9,7900.23,1579.005,2966.81,2059.92,1300
4/9/2019,2878.2,1229.72,7803.7,1559.683,2972.85,2060.86,1303
4/10/2019,2888.21,1234.15,7913.25,1581.551,2978.46,2062.55,1305.45
4/11/2019,2888.32,1235.5,7901.59,1579.141,2977.01,2066.13,1298.8
4/12/2019,2907.41,1245.19,7930.59,1584.802,2974.29,2069.82,1294.3
4/15/2019,2905.58,1242.73,7902.44,1579.168,2977.75,2071.12,1285.65
4/16/2019,2907.06,1244.79,7920.55,1582.785,2971.72,2072.23,1276.35
4/17/2019,2900.45,1240.45,7844.84,1567.597,2972.18,2071.17,1275.85
4/18/2019,2905.03,1241.02,7835.68,1565.748,2977.27,2070.44,1275.7
4/22/2019,2907.97,1240.11,7807.16,1560.045,2970.51,2070.49,
4/23/2019,2933.68,1248.09,7932.56,1585.093,2975.14,2072.81,1269.5
4/24/2019,2927.25,1246.06,7947.84,1588.132,2985.37,2074.32,1271.65
4/25/2019,2926.17,1243.3,7885.27,1575.612,2983.81,2073.91,1280.8
4/26/2019,2939.88,1248.63,7966.65,1591.816,2990.57,2074.66,1284.2
4/29/2019,2943.03,1250.28,7999.78,1598.356,2984.94,2076.5,1279.5
4/30/2019,2945.83,1257.12,7964.18,1591.211,2990.68,2077.06,1282.3
5/1/2019,2923.73,1246.68,7890.22,1576.379,2991.69,2078.09,1283.8
5/2/2019,2917.52,1244,7921.9,1582.651,2980.84,2075.39,1270.95
5/3/2019,2945.64,1254.65,8079.61,1614.022,2985.85,2077.39,1278.55
5/6/2019,2932.47,1249.11,8084.44,1614.976,2989.2,2076,
5/7/2019,2884.05,1230.73,7921.34,1582.312,2996.96,2073.2,1281.2
5/8/2019,2879.42,1227.06,7884.83,1574.975,2989.57,2072.74,1285.2
5/9/2019,2870.72,1224.21,7861.1,1570.057,2989.75,2068.11,1286.1
5/10/2019,2881.4,1230.56,7876.2,1572.993,2989.98,2066.82,1287.1
5/13/2019,2811.87,1205.91,7626.03,1523.001,2995.22,2059.93,1295.6
5/14/2019,2834.41,1214.55,7727.82,1543.058,2994.03,2062.24,1298.4
5/15/2019,2850.96,1216.24,7754.11,1548.271,3001.6,2061.36,1299.1
5/16/2019,2876.32,1226.1,7800.02,1557.239,2999.26,2065.28,1291.7
5/17/2019,2859.53,1219.94,7693.24,1535.763,3001.26,2065.38,1280.8
5/20/2019,2840.23,1215.53,7639.3,1524.963,2996.91,2066.42,1276.85
5/21/2019,2864.36,1225.3,7741.05,1545.248,2994.52,2068.22,1271.15
5/22/2019,2856.27,1220.46,7673.16,1531.625,2998.64,2067.91,1273.8
5/23/2019,2822.24,1207.31,7521.97,1501.38,3011.74,2062.8,1283.65
5/24/2019,2826.06,1210.06,7585.98,1514.109,3005.59,2063.41,1282.5
5/28/2019,2802.39,1195.68,7535.52,1504.019,3015.5,2063.41,1278.3
5/29/2019,2783.02,1188.24,7465.1,1489.952,3014.78,2057.04,1281.65
5/30/2019,2788.86,1187.2,7444.26,1485.531,3022.01,2059.34,1280.95
5/31/2019,2752.06,1172.93,7344.78,1465.487,3033.54,2052.37,1295.55
6/3/2019,2744.45,1183.05,7367.45,1469.983,3043.27,2050.42,1317.1
6/4/2019,2803.27,1205.4,7561.01,1508.561,3036.46,2057.94,1324.25
6/5/2019,2826.15,1212.49,7552.27,1506.793,3036.62,2061.74,1335.05
6/6/2019,2843.49,1218.91,7536.84,1503.538,3037.7,2064.35,1335.5
6/7/2019,2873.34,1224.5,7591.91,1514.391,3049.92,2071.14,1340.65
6/10/2019,2886.73,1228.16,7638.14,1523.561,3044.39,2076.93,1328.6
6/11/2019,2885.72,1228.68,7616.01,1519.108,3045.95,2079.24,1324.3
6/12/2019,2879.84,1226.18,7619.66,1519.792,3046.17,2078.23,1332.35
6/13/2019,2891.64,1231.67,7702.39,1535.804,3053.88,2079.1,1335.9
6/14/2019,2886.98,1229.88,7636.19,1522.499,3053.7,2078.61,1351.25
6/17/2019,2889.67,1227.85,7688.07,1532.752,3057.12,2079.29,1341.3
6/18/2019,2917.75,1239.15,7775.94,1550.229,3067.55,2084.31,1341.35
6/19/2019,2926.46,1242.1,7802.97,1555.579,3077.15,2087.79,1344.05
6/20/2019,2954.18,1252.89,7842.82,1563.495,3092.89,2099.99,1379.5
6/21/2019,2950.46,1251.57,7773.44,1549.628,3085.42,2099.64,1397.15
6/24/2019,2945.35,1248.79,7675.75,1530.083,3100.14,2100.93,1405.7
6/25/2019,2917.38,1243.19,7630.43,1521.035,3101.03,2097.58,1431.4
6/26/2019,2913.78,1238.96,7614.1,1517.775,3091.31,2097,1403.95
6/27/2019,2924.92,1244.33,7762.73,1546.55,3103.19,2096.57,1402.5
6/28/2019,2941.76,1254.68,7863.89,1566.572,3107.73,2099.15,1409
7/1/2019,2964.33,1261.99,7879.53,1569.663,3106.53,2103.21,1390.1
7/2/2019,2973.01,1262.76,7834.08,1560.538,3117.69,2103.08,1391.05
7/3/2019,2995.82,1272.03,7892.78,1572.122,3124.7,2105.2,1413.5
7/4/2019,,,,,,,1414.9
7/5/2019,2990.41,1270.47,7910.48,1575.625,3105.1,2104.62,1388.65
7/8/2019,2975.95,1264.89,7839.15,1561.387,3109.14,2104.05,1400.1
7/9/2019,2979.63,1264.05,7845.3,1562.589,3103.17,2101.75,1391.55
7/10/2019,2993.07,1266.77,7858.05,1565.046,3101.21,2104.27,1408.3
7/11/2019,2999.91,1268.93,7822.64,1557.921,3090.38,2103.14,1413.75
7/12/2019,3013.77,1275.44,7883.57,1569.998,3093.67,2103.46,1407.6
7/15/2019,3014.3,1273.4,7842.52,1561.82,3098.06,2105.26,1412.4
7/16/2019,3004.04,1270.13,7843.5,1561.995,3092.38,2104.97,1409.85
7/17/2019,2984.42,1260.12,7787.2,1550.778,3104.98,2103.68,1410.35
7/18/2019,2995.11,1266.72,7812.28,1555.624,3108.44,2100.03,1417.45
7/19/2019,2976.61,1260.71,7773.55,1547.896,3108.76,2100.31,1439.7
7/22/2019,2985.03,1260.59,7757.98,1544.783,3112.78,2102.22,1427.75
7/23/2019,3005.47,1270.84,7809.1,1554.962,3109.56,2104.79,1425.55
7/24/2019,3019.56,1277.54,7937.01,1580.417,3116.79,2107.46,1426.95
7/25/2019,3003.67,1271.91,7841.84,1561.449,3113.79,2108.26,1416.1
7/26/2019,3025.86,1278.39,7930.26,1578.967,3114.92,2110.65,1420.4
7/29/2019,3020.97,1276.84,7880.47,1569.025,3120.45,2111.24,1419.05
7/30/2019,3013.18,1275.92,7964.08,1585.599,3116.61,2109.43,1425.9
7/31/2019,2980.38,1262.86,7909.16,1574.605,3125.11,2110.98,1427.55
8/1/2019,2953.56,1245.74,7789.89,1550.764,3147.6,2109.4,1406.8
8/2/2019,2932.05,1239.29,7704.52,1533.659,3149.78,2104.13,1441.75
8/5/2019,2844.74,1206.32,7472.42,1487.414,3161.33,2089.56,1465.25
8/6/2019,2881.77,1218.9,7546.46,1502.086,3164.48,2092.71,1465.25
8/7/2019,2883.98,1216.35,7539.79,1500.686,3173.16,2088.37,1506.05
8/8/2019,2938.09,1236.1,7698.49,1532.132,3170.93,2097.71,1495.75
8/9/2019,2918.65,1227.91,7602.98,1513.043,3167.28,2097.57,1497.7
8/12/2019,2883.75,1211.43,7508.81,1494.275,3188.89,2096.36,1504.7
8/13/2019,2926.32,1224.61,7591.06,1510.575,3181.38,2099.73,1498.4
8/14/2019,2840.6,1189.81,7376.07,1467.522,3197.27,2090.56,1513.25
8/15/2019,2847.6,1192.25,7347.16,1461.648,3205.68,2090.32,1515.65
8/16/2019,2888.68,1210.14,7508.46,1493.64,3204.96,2093.93,1515.25
8/19/2019,2923.65,1223.07,7585.54,1508.85,3194.16,2099.25,1496.6
8/20/2019,2900.51,1211.58,7531.14,1498.006,3205.36,2101.43,1504.55
8/21/2019,2924.43,1219.09,7590.98,1509.85,3207.81,2107.72,1503.25
8/22/2019,2922.95,1220.47,7572.09,1506.002,3201.51,2110.9,1502.05
8/23/2019,2847.11,1190.49,7338.33,1459.485,3218.84,2109.08,1503.8
8/26/2019,2878.38,1200.84,7421.51,1476.002,3213.55,2111.76,
8/27/2019,2869.16,1194.47,7321.15,1456.039,3228.12,2113.99,1532.95
8/28/2019,2887.94,1204.88,7405.04,1472.713,3231.2,2115.85,1537.15
8/29/2019,2924.58,1218.94,7527.22,1496.72,3221.71,2118.61,1540.2
8/30/2019,2926.46,1222.16,7518.66,1494.839,3223.39,2119.43,1528.4
9/2/2019,,,,,3223.39,2119.43,1525.95
9/3/2019,2906.27,1216.38,7405.38,1472.283,3227.84,2116.84,1537.85
9/4/2019,2937.78,1229.64,7468.44,1484.758,3229.84,2119.67,1546.1
9/5/2019,2976,1242.72,7599.7,1510.745,3207.42,2122.72,1529.1
9/6/2019,2978.71,1246,7571.94,1505.168,3215.52,2125.15,1523.7
9/9/2019,2978.43,1255.83,7668.37,1524.231,3201.19,2127.66,1509.2
9/10/2019,2979.39,1263.05,7763.01,1542.989,3180.96,2129.65,1498.25
9/11/2019,3000.93,1272.93,7928.11,1575.712,3176.25,2129.21,1490.65
9/12/2019,3009.57,1274.43,7926.54,1575.066,3166.58,2130.38,1515.2
9/13/2019,3007.39,1275.99,7943.33,1578.138,3143.98,2129.21,1503.1
9/16/2019,2997.96,1274.34,7976.22,1584.597,3158.8,2133.88,1497.2
9/17/2019,3005.7,1273.74,7944.58,1578.29,3164.4,2134.04,1502.1
9/18/2019,3006.73,1273.55,7894.96,1568.344,3172.37,2133.22,1503.5
9/19/2019,3006.79,1271.16,7860.95,1561.474,3180.26,2133.85,1500.7
9/20/2019,2992.07,1268.3,7852.45,1559.765,3186.51,2134.09,1501.9
9/23/2019,2991.78,1268.95,7844.81,1558.247,3197.97,2134.83,1522.1
9/24/2019,2966.6,1259.77,7720.96,1533.586,3211.52,2134.03,1520.65
9/25/2019,2984.87,1266.03,7806.92,1550.654,3187.37,2130.83,1528.75
9/26/2019,2977.62,1261.68,7720.76,1533.326,3199.19,2129.51,1506.4
9/27/2019,2961.79,1259.61,7660,1520.476,3200.87,2127.36,1489.9
9/30/2019,2976.74,1263.1,7675.09,1523.373,3202.42,2127.15,1485.3
10/1/2019,2940.25,1243.94,7524.37,1493.432,3208.72,2125.47,1473.45
10/2/2019,2887.61,1222.47,7455.33,1479.63,3210.99,2116.97,1492.6
10/3/2019,2910.63,1228.84,7489.44,1486.347,3223.27,2114.65,1517.1
10/4/2019,2952.01,1244.7,7561.92,1500.702,3229.18,2116.98,1499.15
10/7/2019,2938.79,1238.74,7547.35,1497.787,3221.11,2118.99,1501.25
10/8/2019,2893.06,1218.57,7420.58,1472.598,3220.93,2116.04,1505.85
10/9/2019,2919.4,1227.32,7455.31,1479.461,3212.13,2117.8,1507.25
10/10/2019,2938.13,1236.04,7485.96,1485.364,3198.93,2118.76,1494.8
10/11/2019,2970.27,1250,7619.86,1511.9,3188.32,2123.47,1479.15
10/14/2019,2966.15,1247.1,7587.24,1505.429,,,1490.6
10/15/2019,2995.68,1257.52,7677.33,1523.302,3190.52,2128.05,1487.8
10/16/2019,2989.69,1255.86,7686.29,1525.057,3195.26,2129.77,1485.1
10/17/2019,2997.95,1259.64,7771.16,1541.844,3195.96,2131.52,1492.65
10/18/2019,2986.2,1258.73,7739.17,1535.482,3198.77,2131.81,1490
10/21/2019,3006.72,1268.17,7813.13,1550.139,3194.21,2133.38,1491.65
10/22/2019,2995.99,1270.71,7816.84,1550.866,3202.75,2133.56,1485.35
10/23/2019,3004.52,1274.32,7826.87,1552.855,3202.42,2134.63,1494.45
10/24/2019,3010.29,1271.48,7813.82,1550.18,3202.52,2135.68,1496.55
10/25/2019,3022.55,1277.04,7857.19,1558.708,3198.48,2138.33,1513.45
10/28/2019,3039.42,1280.53,7923.93,1571.933,3191.49,2139.42,1492.4
10/29/2019,3036.89,1283,7949.89,1577.073,3194.52,2139.04,1486.75
10/30/2019,3046.77,1284.37,7929.01,1572.847,3201.46,2136.2,1492.1
10/31/2019,3037.56,1278.62,7877.23,1562.452,3221.86,2133.02,1510.95
11/1/2019,3066.91,1293.2,8013.35,1589.33,3216.18,2135.57,1508.8
11/4/2019,3078.27,1300.52,8054.05,1597.396,3206.24,2140.44,1509.45
11/5/2019,3074.62,1301.31,8065.49,1599.611,3190.95,2139.47,1488.95
11/6/2019,3076.78,1301.62,8015.07,1589.542,3203.91,2137.94,1486.05
11/7/2019,3085.18,1305.28,8038.73,1593.99,3184.15,2138.67,1484.25
11/8/2019,3093.08,1307.2,8063.64,1598.864,3182.42,2136.99,1464.15
11/11/2019,3087.01,1303.49,8042.99,1594.77,,,1458.7
11/12/2019,3091.84,1303.14,8045.46,1595.117,3189.78,2137.76,1452.05
11/13/2019,3094.04,1303.05,8016.14,1589.179,3196.77,2135.94,1462.9
11/14/2019,3096.63,1302.99,8016.17,1588.794,3207.93,2134.86,1466.65
11/15/2019,3120.46,1311.48,8055.51,1596.454,3204.39,2135.87,1466.9
11/18/2019,3122.03,1310.68,8034.98,1592.341,3210.09,2135.57,1467.65
11/19/2019,3120.18,1307.42,8065.13,1598.292,3215.94,2132.75,1468.45
11/20/2019,3108.46,1303.68,8031.59,1591.609,3223.07,2130.34,1471.7
11/21/2019,3103.54,1303.53,7993.53,1583.962,3214.81,2129.48,1467.05
11/22/2019,3110.29,1308.04,8018.88,1588.943,3217.71,2130.95,1464.45
11/25/2019,3133.64,1314.97,8185.46,1621.904,3224.65,2134.24,1458.4
11/26/2019,3140.52,1316.1,8197.36,1624.231,3233.55,2137.12,1454.65
11/27/2019,3153.63,1320.38,8248.68,1634.104,3230.22,2139.35,1454.35
11/28/2019,,,,,,,1454.65
11/29/2019,3140.98,1314.63,8201.49,1624.503,3229.97,2139.99,1460.15
12/2/2019,3113.87,1306.56,8116.37,1607.579,3214.26,2138.17,1461.15
12/3/2019,3093.2,1296.48,8091.58,1602.63,3241.34,2136.6,1477.3
12/4/2019,3112.76,1305.8,8148.66,1613.896,3229.02,2140.91,1475.1
12/5/2019,3117.43,1307.76,8154.21,1614.833,3229.14,2143.16,1475.95
12/6/2019,3145.91,1319.89,8250.27,1633.837,3224.45,2147.57,1459.65
12/9/2019,3135.96,1316.16,8229.63,1629.619,3230.63,2149.74,1461.7
12/10/2019,3132.52,1314.85,8240.44,1631.714,3231.55,2152.37,1464.95
12/11/2019,3141.63,1316.43,8241.62,1631.926,3241.31,2154.67,1466.8
12/12/2019,3168.57,1331.09,8308.44,1644.813,3220.58,2159.26,1467.8
12/13/2019,3168.8,1326.92,8275.23,1637.976,3242.58,2163.81,1466.6
12/16/2019,3191.45,1335.53,8336.05,1649.939,3231.65,2167.96,1477.9
12/17/2019,3192.52,1337.01,8374.84,1657.564,3233.44,2172.6,1475.8
12/18/2019,3191.14,1335.33,8396.08,1661.731,3229.45,2177.14,1474.05
12/19/2019,3205.37,1338.85,8424.18,1667.094,3235.07,2177.89,1476.7
12/20/2019,3221.22,1346.32,8448.8,1671.902,3234.59,2178.61,1479
12/23/2019,3224.01,1345.8,8460.15,1674.141,3231.3,2180.36,1482.1
12/24/2019,3223.38,1346.11,8480.08,1678.01,3237.81,2180.4,
12/26/2019,3239.91,1349.4,8479.18,1677.67,3238.96,2181.45,
12/27/2019,3240.02,1348.89,8435.99,1669.033,3248.14,2182.63,1511.5
12/30/2019,3221.29,1342.83,8415.61,1664.15,3244.46,2182.43,1514.75
12/31/2019,3230.78,1347.66,8437.98,1668.469,3240.3,2182.77,
1/2/2020,3257.85,1351.92,8430.13,1666.772,3246.15,2185.33,1527.1
1/3/2020,3234.85,1343.06,8400.57,1660.87,3261.99,2187.15,1548.75
1/6/2020,3246.28,1344.18,8412.74,1663.257,3252.4,2188.45,1573.1
1/7/2020,3237.18,1340.21,8387.79,1658.305,3246.61,2189.74,1567.85
1/8/2020,3253.05,1342.96,8414.7,1663.593,3236.3,2189.89,1571.95
1/9/2020,3274.7,1348.19,8422.21,1664.988,3246.19,2190.69,1550.75
1/10/2020,3265.35,1343.13,8385.45,1657.643,3258.29,2192.25,1553.6
1/13/2020,3288.13,1350.59,8445.96,1669.605,3253.91,2194.43,1549.9
1/14/2020,3283.15,1352.43,8477.23,1675.741,3258.88,2195.73,1545.1
1/15/2020,3289.29,1352.42,8510.9,1682.396,3266.04,2196.97,1549
1/16/2020,3316.81,1362.24,8626.76,1705.215,3264.93,2198.26,1554.55
1/17/2020,3329.62,1365.33,8598.59,1699.635,3264.32,2198.28,1557.6
1/20/2020,,,,,,,1560.15
1/21/2020,3320.79,1359.51,8529.09,1685.898,3280.73,2198.08,1551.3
1/22/2020,3321.75,1359.53,8521.88,1684.463,3284.72,2197.16,1556.9
1/23/2020,3325.54,1360.01,8524.86,1685.011,3288.29,2193.21,1562.9
1/24/2020,3295.47,1348.21,8410.04,1662.232,3298.98,2188.95,1564.3
1/27/2020,3243.63,1329.41,8318.56,1644.138,3304.85,2177.74,1580.1
1/28/2020,3276.24,1339.34,8390.28,1658.314,3299.44,2185.49,1574
1/29/2020,3273.4,1333.93,8344.32,1649.221,3311.26,2187.2,1573.45
1/30/2020,3283.66,1339.89,8339.77,1648.219,3311.8,2183.68,1578.25
1/31/2020,3225.52,1316.34,8167.36,1614.061,3316.29,2183.35,1584.2
2/3/2020,3248.92,1321.39,8259.3,1632.205,3318.63,2184.91,1574.75
2/4/2020,3297.59,1335.87,8383.79,1656.768,3303.67,2188.97,1558.35
2/5/2020,3334.69,1357.23,8511.38,1681.921,3298.3,2193.28,1553.3
2/6/2020,3345.78,1356.53,8489.51,1677.457,3304.33,2197.13,1563.3
2/7/2020,3327.71,1348.33,8385.38,1656.778,3319.56,2196.88,1572.65
2/10/2020,3352.09,1352.71,8440.59,1667.669,3324.53,2197.14,1573.2
2/11/2020,3357.75,1358.45,8490.92,1677.515,3317.89,2203.32,1570.5
2/12/2020,3379.45,1363.5,8551.01,1689.377,3311.43,2205.71,1563.7
2/13/2020,3373.94,1362.67,8575.3,1693.736,3314.48,2206.99,1575.05
2/14/2020,3380.16,1362.22,8545.02,1687.584,3321.73,2207.09,1581.4
2/17/2020,,,,,,,1580.8
2/18/2020,3370.29,1355.37,8524.51,1683.522,3329.38,2207.8,1589.85
2/19/2020,3386.15,1359.42,8570.5,1692.573,3326.43,2209.79,1604.2
2/20/2020,3373.23,1359.41,8588.62,1696.069,3332.58,2210.18,1619
2/21/2020,3337.75,1352.65,8500.57,1678.609,3342.72,2209.12,1643.3
2/24/2020,3225.89,1313.05,8244.9,1628.104,3349.97,2194.31,1671.65
2/25/2020,3128.21,1271.73,7960.47,1571.897,3354.1,2188.52,1650.3
2/26/2020,3116.39,1258.57,7863.69,1552.761,3354.23,2184.1,1634.9
2/27/2020,2978.76,1205.19,7587.01,1497.87,3341.27,2166.03,1652
2/28/2020,2954.22,1185.92,7479.81,1476.431,3360.66,2152.56,1609.85
3/2/2020,3090.23,1235.16,7693.15,1518.491,3362.5,2160.03,1599.65
3/3/2020,3003.37,1204.11,7529.22,1486.083,3378.91,2171.99,1615.5
3/4/2020,3130.12,1251.72,7758.21,1531.197,3387.39,2182.69,1641.85
3/5/2020,3023.94,1207.99,7493.63,1478.824,3394.97,2171.28,1659.6
3/6/2020,2972.37,1184.05,7344.09,1449.221,3426.5,2143,1683.65
3/9/2020,2746.56,1080.68,6656.66,1313.44,3399.26,2076.1,1672.5
3/10/2020,2882.23,1127.46,6846.89,1350.898,3320.94,2075.44,1655.7
3/11/2020,2741.38,1066.74,6408.2,1264.296,3280.61,2052.62,1653.75
3/12/2020,2480.64,959.78,5693.4,1122.93,3208.5,1991.46,1570.7
3/13/2020,2711.02,1046.62,6133.51,1209.46,3179.45,1989.78,1562.8
3/16/2020,2386.13,920.85,5261.93,1037.416,3178.97,1930.14,1487.7
3/17/2020,2529.19,975.95,5612.66,1106.51,3096.32,1904.91,1536.2
3/18/2020,2398.1,909.3,5027.74,991.16,2977.07,1846.84,1498.2
3/19/2020,2409.39,913.14,5370.97,1058.749,2915.42,1798.33,1474.25
3/20/2020,2304.92,874.72,5143.46,1013.889,2897.32,1787.42,1494.4
3/23/2020,2237.4,838.37,5085.38,1002.417,2917.82,1750.98,1525.4
3/24/2020,2447.33,921.51,5563.2,1096.555,2948.37,1761.43,1605.75
3/25/2020,2475.56,941.93,5633.34,1110.365,3000.09,1797.51,1605.45
3/26/2020,2630.07,1001.73,5988.88,1180.319,3047.03,1848.44,1634.8
3/27/2020,2541.47,972.12,5744.15,1131.988,3074.85,1877.94,1617.3
3/30/2020,2626.65,999.12,5880.56,1158.317,3106.79,1893.8,1618.3
3/31/2020,2584.59,980.51,5854.71,1153.103,3122.54,1905.89,1608.95
4/1/2020,2470.5,934.35,5443.41,1071.994,3116.58,1885.69,1576.55
4/2/2020,2526.9,956.81,5513.77,1085.808,3114.71,1878.79,1616.8
4/3/2020,2488.65,941.34,5342.43,1052.053,3113.9,1866.79,1613.1
4/6/2020,2663.68,1003.01,5782.97,1138.778,3115.81,1871.77,1648.3
4/7/2020,2659.41,1007.38,5785.17,1139.17,3133.09,1898.03,1649.25
4/8/2020,2749.98,1048.08,6052.15,1191.664,3149.77,1907.62,1647.8
4/9/2020,2789.82,1074.16,6332.21,1246.726,3207.48,1966.33,1680.65
4/13/2020,2761.63,1051.83,6156.04,1212.042,3245.15,1996.32,
4/14/2020,2846.06,1073.17,6284.79,1237.333,3261.73,2014.83,1741.9
4/15/2020,2783.36,1038.51,6013.94,1183.977,3274.74,2005.65,1718.65
4/16/2020,2799.55,1034.57,5984.53,1178.089,3283.96,2007.36,1729.5
4/17/2020,2874.56,1076.15,6243.68,1229.098,3280.14,2017.47,1692.55
4/20/2020,2823.16,1052.66,6163.57,1213.348,3279.39,2009.74,1686.2
4/21/2020,2736.56,1025.78,6020.15,1185.094,3278.01,1980.8,1682.05
4/22/2020,2799.31,1042.6,6103.61,1201.523,3274.39,1983.04,1710.55
4/23/2020,2797.8,1042.87,6167.47,1214.065,3286.13,1982.56,1736.25
4/24/2020,2836.74,1055.16,6264.02,1233.053,3287.37,1975.01,1715.9
4/27/2020,2878.48,1079.9,6512.08,1281.878,3275.08,1973.22,1714.95
4/28/2020,2863.39,1086.98,6594.41,1298.083,3285.06,1976.58,1691.55
4/29/2020,2939.51,1113.43,6913.2,1360.763,3287.63,1984.02,1703.35
4/30/2020,2912.43,1088.79,6658.88,1310.664,3286.26,1991.76,1702.75
5/1/2020,2830.71,1055.63,6404.16,1260.48,3275.41,1988.12,1686.25
5/4/2020,2842.74,1054.26,6421.96,1263.969,3269.91,1984.31,1709.1
5/5/2020,2868.44,1059.36,6470.58,1273.51,3268.17,1994.64,1699.55
5/6/2020,2848.42,1042.38,6417.52,1263.008,3247.29,1996.55,1691.5
5/7/2020,2881.19,1055.14,6519.42,1282.927,3259.22,2000.93,1704.05
5/8/2020,2929.8,1080.5,6757.52,1329.638,3241.37,2004.61,
5/11/2020,2930.32,1070.38,6714.94,1321.24,3223.95,2005.7,1702.75
5/12/2020,2870.12,1044.88,6483.09,1275.536,3241.21,2012.66,1702.4
5/13/2020,2820,1020.42,6268.49,1233.251,3249.32,2003.6,1708.4
5/14/2020,2852.5,1034.46,6291.91,1237.554,3256.48,1993.62,1731.6
5/15/2020,2863.7,1033.99,6391.58,1256.992,3263.76,1991.15,1735.35
5/18/2020,2953.91,1080.9,6781.82,1333.689,3264.17,2010.7,1734.7
5/19/2020,2922.94,1063.13,6650.07,1307.719,3281.13,2017.56,1737.95
5/20/2020,2971.61,1081.79,6849.94,1346.927,3305.29,2031.27,1748.3
5/21/2020,2948.51,1075.34,6853.69,1347.559,3309.84,2039.66,1724.9
5/22/2020,2955.45,1075.41,6894.43,1355.531,3313.51,2042.82,1733.55
5/26/2020,2991.77,1104.75,7085.45,1393.074,3315.33,2062.38,1720.25
5/27/2020,3036.13,1130.9,7305.67,1436.358,3322.7,2069.99,1694.6
5/28/2020,3029.73,1123.09,7124.77,1400.673,3322.46,2079.61,1717.35
5/29/2020,3044.31,1122.42,7092.21,1394.035,3337.67,2079.5,1728.7
6/1/2020,3055.73,1128.11,7150.1,1405.372,3337.74,2085.18,1730.6
6/2/2020,3080.82,1139.49,7215.52,1418.208,3344.67,2100.05,1742.15
6/3/2020,3122.87,1165.3,7387.93,1452.09,3344.91,2119.67,1705.35
6/4/2020,3112.35,1171.47,7388.54,1452.063,3339.83,2123.3,1700.05
6/5/2020,3193.93,1206.81,7669.02,1507.153,3354.66,2143.91,1683.45
6/8/2020,3232.39,1230.37,7820.44,1536.895,3366.05,2150.74,1690.35
6/9/2020,3207.18,1205.39,7668.91,1507.051,3369.48,2144.58,1713.5
6/10/2020,3190.14,1179.25,7467.45,1467.39,3380.21,2138.94,1722.05
6/11/2020,3002.1,1102.15,6902.54,1356.224,3373.29,2110.08,1738.25
6/12/2020,3041.31,1121.35,7064.22,1387.685,3369.67,2114.1,1733.5
6/15/2020,3066.59,1130.83,7227.25,1419.607,3374.52,2114.04,1710.45
6/16/2020,3124.74,1149.76,7393.57,1452.26,3394.04,2140.11,1719.85
